     Èas [s]    Napìtí [V]
     222,844  1,51590E-003
     223,110  1,52030E-003
     223,360  1,52140E-003
     223,625  1,52070E-003
     223,875  1,52180E-003
     224,141  1,52340E-003
     224,391  1,52960E-003
     224,657  1,53640E-003
     224,907  1,55110E-003
     225,172  1,55350E-003
     225,422  1,55280E-003
     225,688  1,55530E-003
     225,938  1,56010E-003
     226,204  1,56520E-003
     226,454  1,56680E-003
     226,719  1,56830E-003
     226,969  1,57180E-003
     227,235  1,57220E-003
     227,485  1,57180E-003
     227,750  1,57630E-003
     228,000  1,57290E-003
     228,266  1,57680E-003
     228,516  1,58090E-003
     228,782  1,58850E-003
     229,032  1,59760E-003
     229,297  1,60250E-003
     229,547  1,59980E-003
     229,813  1,60460E-003
     230,063  1,60840E-003
     230,329  1,61790E-003
     230,579  1,61250E-003
     230,844  1,61560E-003
     231,094  1,61760E-003
     231,360  1,61990E-003
     231,610  1,62110E-003
     231,875  1,62570E-003
     232,125  1,62800E-003
     232,391  1,63800E-003
     232,641  1,64620E-003
     232,907  1,65450E-003
     233,157  1,66610E-003
     233,422  1,66720E-003
     233,672  1,66710E-003
     233,938  1,67420E-003
     234,188  1,68060E-003
     234,454  1,68290E-003
     234,704  1,68100E-003
     234,969  1,68350E-003
     235,219  1,68240E-003
     235,485  1,68580E-003
     235,735  1,68810E-003
     236,000  1,68580E-003
     236,250  1,68760E-003
     236,516  1,69340E-003
     236,766  1,69550E-003
     237,032  1,70120E-003
     237,282  1,70850E-003
     237,547  1,70720E-003
     237,797  1,70660E-003
     238,063  1,71160E-003
     238,313  1,71780E-003
     238,579  1,72220E-003
     238,829  1,72220E-003
     239,094  1,72500E-003
     239,344  1,72850E-003
     239,610  1,73090E-003
     239,860  1,73560E-003
     240,125  1,73690E-003
     240,375  1,74230E-003
     240,641  1,74960E-003
     240,891  1,75670E-003
     241,157  1,76480E-003
     241,422  1,77230E-003
     241,672  1,77460E-003
     241,938  1,77970E-003
     242,204  1,78750E-003
     242,454  1,79480E-003
     242,719  1,79400E-003
     242,985  1,79290E-003
     243,235  1,79290E-003
     243,500  1,79630E-003
     243,750  1,80190E-003
     244,016  1,80250E-003
     244,282  1,79950E-003
     244,532  1,80940E-003
     244,813  1,81130E-003
     245,063  1,81800E-003
     245,329  1,82460E-003
     245,579  1,82540E-003
     245,844  1,82670E-003
     246,110  1,83210E-003
     246,360  1,83900E-003
     246,625  1,84350E-003
     246,891  1,84250E-003
     247,141  1,84530E-003
     247,407  1,84490E-003
     247,672  1,85120E-003
     247,922  1,85010E-003
     248,188  1,84940E-003
     248,438  1,84810E-003
     248,704  1,85280E-003
     248,969  1,85990E-003
     249,219  1,86420E-003
     249,485  1,87140E-003
     249,750  1,87720E-003
     250,000  1,88450E-003
     250,266  1,89510E-003
     250,532  1,90590E-003
     250,782  1,90740E-003
     251,047  1,91240E-003
